spec	Collection Coden	full_species	genus	species	genus_species	Subfamily	Tribe	County (nr = not recorded)	Locality	Date (nr = not recorded)	YYYY-MM-DD	Year	Month	Day	Collector/Photographer	No. specimens	Lat	Long	D-D Lat	D-D Long	GPS error (m)	Collecting Method	Notes	Specimen or Image ID no. (if applicable)
spec0401	iNat	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	McCracken	McCracken County	5/19/21	5/19/21	2021	5	19	radunlap211	1			37.0416029	-88.698224	12	Photo only		79486887
spec0402	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Meade	Otter Creek Park	6/7/80	6/7/80	1980	6	7	Charles V Covelle, Jr	1			37.93376	-86.034778	2289		Original ID: Anelaphus parallelus	UKIC_0000774
spec0403	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Meade	Otter Creek Park	6/7/80	6/7/80	1980	6	7	Charles V Covelle, Jr	1			37.93376	-86.034778	2289		Original ID: Anelaphus parallelus	UKIC_0000175
spec0404	WKUC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Monroe	Monroe County	5/4/61	5/4/61	1961	5	4	JMR	1			36.712	-85.717	29862		Original ID: Anelaphus parallelus	
spec0405	WKUC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Monroe	Monroe County	4/20/63	4/20/63	1963	4	20	BMG	1			36.712	-85.717	29862		Original ID: Anelaphus parallelus	
spec0406	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Morgan	Malone	7/12/85	7/12/85	1985	7	12	T Ramsey	1			37.872032	-83.258233	3036	Fluorescent light		UKIC_0002974
spec0407	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Muhlenberg	Lake Malone State Park	5/11/79	5/11/79	1979	5	11	Carl C Cornett	1			37.076155	-87.047775	1326		Original ID: Anelaphus parallelus	UKIC_0000942
spec0408	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Muhlenberg	Lake Malone State Park	5/11/79	5/11/79	1979	5	11	Carl C Cornett	1			37.076155	-87.047775	1326		Original ID: Anelaphus parallelus	UKIC_0000747
spec0409	CNHM	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	nr	KY, near Cincinnati	nr	nr	nr	nr	nr		1			39.049	-84.486	8000			
spec0410	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Oldham	Prospect	5/28/68	5/28/68	1968	5	28	R McCollum	1			38.34391	-85.59813	3706		Original ID: Anelaphus parallelus	UKIC_0000719
spec0411	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Oldham	18 Mile Creek	4/22/01	4/22/01	2001	4	22	Wm McMahan	1			38.492	-85.434	4000		Original ID: Anelaphus parallelus	UKIC_0000955
spec0412	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Powell	Red River Gorge, Tunnel Ridge Road	5/21/88	5/21/88	1988	5	21	Charles V Covelle, Jr	1			37.807	-83.6675	2000		Original ID: Anelaphus parallelus	UKIC_0000360
spec0413	iNat	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Powell	Powell County	4/23/19	4/23/19	2019	4	23	hitmewithyourmesomphix	1			37.7623404	-83.893345	122	Photo only		23031022
spec0414	iNat	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Powell	Powell County	6/14/19	6/14/19	2019	6	14	hitmewithyourmesomphix	1			37.7622182	-83.893173	122	Photo only	Original ID: Anelaphus parallelus	27064051
spec0415	iNat	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Powell	Powell County	4/22/20	4/22/20	2020	4	22	hitmewithyourmesomphix	1			37.7623243	-83.893253	15	Photo only		43016164
spec0416	iNat	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Powell	Powell County	5/15/20	5/15/20	2020	5	15	hitmewithyourmesomphix	1			37.7622793	-83.893235	15	Photo only	Original ID: Anelaphus parallelus	46474297
spec0417	BugGuide	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Pulaski	Pulaski County	5/29/11	5/29/11	2011	5	29		1			37.104	-84.577	33857	Photo only	Original ID: Anelaphus parallelus	608931
spec0418	BugGuide	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Robertson	Blue Lick Battlefield State Park	5/24/18	5/24/18	2018	5	24		1			38.4453	-84.0172	1000	Photo only	Original ID: Anelaphus parallelus	1526432
spec0419	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Morehead	4/26/81	4/26/81	1981	4	26		1			38.18397	-83.432684	5053			UKIC_0000163
spec0420	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Morehead	4/27/81	4/27/81	1981	4	27	T Ramsey	1			38.18397	-83.432684	5053		Original ID: Anelaphus parallelus	UKIC_0000145
spec0421	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Morehead	4/28/81	4/28/81	1981	4	28	T Ramsey	1			38.18397	-83.432684	5053		Original ID: Anelaphus parallelus	UKIC_0000423
spec0422	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Morehead	4/28/81	4/28/81	1981	4	28	T Ramsey	1			38.18397	-83.432684	5053		Original ID: Anelaphus parallelus	UKIC_0000323
spec0423	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Morehead	5/29/81	5/29/81	1981	5	29	T Ramsey	1			38.18397	-83.432684	5053		Original ID: Anelaphus parallelus	UKIC_0000398
spec0424	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Morehead	6/2/81	6/2/81	1981	6	2	T Ramsey	1			38.18397	-83.432684	5053		Original ID: Anelaphus parallelus	UKIC_0000441
spec0425	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Morehead	6/4/81	6/4/81	1981	6	4	T Ramsey	1			38.18397	-83.432684	5053			UKIC_0000008
spec0426	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Morehead	6/7/81	6/7/81	1981	6	7	T Ramsey	1			38.18397	-83.432684	5053		Original ID: Anelaphus parallelus	UKIC_0000693
spec0427	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Morehead	7/1/81	7/1/81	1981	7	1	T Ramsey	1			38.18397	-83.432684	5053			UKIC_0000850
spec0428	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Farmers	6/9/82	6/9/82	1982	6	9	T Ramsey	1			38.142859	-83.546021	301	New Jersey light trap	Original ID: Anelaphus parallelus	UKIC_0002921
spec0429	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	6/24/83	6/24/83	1983	6	24	T Ramsey	1			38.230914	-83.559911	301	New Jersey light trap		UKIC_0001162
spec0430	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	7/1/83	7/1/83	1983	7	1	T Ramsey	1			38.230914	-83.559911	301	New Jersey light trap		UKIC_0000562
spec0431	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	7/1/83	7/1/83	1983	7	1	T Ramsey	1			38.230914	-83.559911	301	New Jersey light trap		UKIC_0000571
spec0432	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	7/10/83	7/10/83	1983	7	10	T Ramsey	1			38.230914	-83.559911	301	New Jersey light trap		UKIC_0001000
spec0433	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	7/10/83	7/10/83	1983	7	10	T Ramsey	1			38.230914	-83.559911	301	New Jersey light trap		UKIC_0000714
spec0434	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	7/12/83	7/12/83	1983	7	12	T Ramsey	1			38.230914	-83.559911	301	New Jersey light trap		UKIC_0000852
spec0435	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	7/14/83	7/14/83	1983	7	14	T Ramsey	1			38.230914	-83.559911	301	New Jersey light trap		UKIC_0001015
spec0436	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	7/16/83	7/16/83	1983	7	16	T Ramsey	1			38.230914	-83.559911	301	New Jersey light trap		UKIC_0001127
spec0437	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	7/31/83	7/31/83	1983	7	31	T Ramsey	1			38.230914	-83.559911	301	New Jersey light trap		UKIC_0000885
spec0438	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	5/27/85	5/27/85	1985	5	27	T Ramsey	1			38.230914	-83.559911	301	New Jersey light trap		UKIC_0000069
spec0439	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	6/7/85	6/7/85	1985	6	7	T Ramsey	1			38.230914	-83.559911	301	New Jersey light trap		UKIC_0000223
spec0440	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	5/14/86	5/14/86	1986	5	14	T Ramsey	1			38.230914	-83.559911	301	Incandescent light	Original ID: Anelaphus parallelus	UKIC_0000549
spec0441	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	Sharkey	5/22/86	5/22/86	1986	5	22	T Ramsey	1			38.230914	-83.559911	301	Incandescent light	Original ID: Anelaphus parallelus	UKIC_0001111
spec0442	CMNH	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Rowan	CR 1274, 1.5 mi W of SR 519	11-Jul-05	7/11/05	2005	7	11	LC Koehn	1			38.119	-83.428	500			
spec0443	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Shelby	Shelbyville	6/6/66	6/6/66	1966	6	6		1			38.212014	-85.223567	5611			UKIC_0000409
spec0444	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Trigg	Cadiz	6/12/48	6/12/48	1948	6	12	Paul O Ritcher	1			36.86505	-87.835295	6040		Original ID: Anelaphus parallelus	UKIC_0000296
spec0445	WKUC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Warren	Warren County	5/18/62	5/18/62	1962	5	18	JDS	1			36.994	-86.424	30276		Original ID: Anelaphus parallelus	
spec0446	WKUC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Warren	Warren County	10/20/66	10/20/66	1966	10	20	DC	1			36.994	-86.424	30276			
spec0447	WKUC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Warren	Warren County	5/11/68	5/11/68	1968	5	11	BW	1			36.994	-86.424	30276			
spec0448	WKUC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Warren	Warren County	5/15/68	5/15/68	1968	5	15	HS	1			36.994	-86.424	30276			
spec0449	WKUC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Warren	Warren County	10/15/73	10/15/73	1973	10	15	BS	1			36.994	-86.424	30276		Original ID: Anelaphus parallelus	
spec0450	iNat	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Warren	Bowling Green: Price Ave	4/7/21	4/7/21	2021	4	7	reupurtbones	1			36.9603997	-86.441233	23716	Photo only		73197816
spec0451	UKIC	Anoplodera pubera (Say, 1826)	Anoplodera	pubera	Anoplodera_pubera	Lepturinae	Lepturini	Fayette	Lexington	7/19/65	7/19/65	1965	7	19		1			38.048	-84.505	15000			UKIC_0002128
spec0452	EGCCRC	Anoplodera pubera (Say, 1826)	Anoplodera	pubera	Anoplodera_pubera	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek area	5/20/13	5/20/13	2013	5	20	Eric G. Chapman	1			37.5444	-84.2289		Malaise trap		EGCCRC_001166
spec0453	EGCCRC	Anoplodera pubera (Say, 1826)	Anoplodera	pubera	Anoplodera_pubera	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek area	5/20/13	5/20/13	2013	5	20	Eric G. Chapman	1			37.5444	-84.2289		Malaise trap		EGCCRC_001084
spec0454	ABRC	Anoplodera pubera (Say, 1826)	Anoplodera	pubera	Anoplodera_pubera	Lepturinae	Lepturini	Madison	Berea College Forest: Horse Cove Rd area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	1	37.5719	-84.22067	37.5719	-84.22067		Malaise trap		
spec0455	UKIC	Anoplodera pubera (Say, 1826)	Anoplodera	pubera	Anoplodera_pubera	Lepturinae	Lepturini	Morgan	Malone	6/4/85	6/4/85	1985	6	4	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0001519
spec0456	UKIC	Anoplodera pubera (Say, 1826)	Anoplodera	pubera	Anoplodera_pubera	Lepturinae	Lepturini	Morgan	Malone	6/4/85	6/4/85	1985	6	4	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0001752
spec0457	UKIC	Anoplodera pubera (Say, 1826)	Anoplodera	pubera	Anoplodera_pubera	Lepturinae	Lepturini	Morgan	Malone	6/4/85	6/4/85	1985	6	4	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0002273
spec0458	UKIC	Anoplodera pubera (Say, 1826)	Anoplodera	pubera	Anoplodera_pubera	Lepturinae	Lepturini	Rowan	Big Perry [Road]	7/18/84	7/18/84	1984	7	18	T Ramsey	1			38.2611	-83.3782	3000	Collected from Aruncus flower		UKIC_0001646
spec0459	UKIC	Anoplodera pubera (Say, 1826)	Anoplodera	pubera	Anoplodera_pubera	Lepturinae	Lepturini	Rowan	Hilda	5/15/85	5/15/85	1985	5	15	T Ramsey	1			38.238136	-83.507687	301	On house		UKIC_0001748
spec0460	UKIC	Anoplodera pubera (Say, 1826)	Anoplodera	pubera	Anoplodera_pubera	Lepturinae	Lepturini	Rowan	Jaycee Farm	6/5/85	6/5/85	1985	6	5	T Ramsey	1			38.196256	-83.421076	25565	Collected from glodenrod		UKIC_0001392
spec0461	nr	Anthophylax attenuatus (Haldeman, 1847)	Anthophylax	attenuatus	Anthophylax_attenuatus	Lepturinae	Lepturini	nr	KY	nr	nr	nr	nr	nr		1			1	1			Literature only with no locality data (Chemsak, 2005)	
spec0462	UKIC	Arhopalus obsoletus (Randall, 1838)	Arhopalus	obsoletus	Arhopalus_obsoletus	Spondylidinae	Asemini	Christian	Pennyrile State Park	9/2/79	9/2/79	1979	9	2	Carl C Cornett	1			37.072	-87.663	4000			UKIC_0001060
spec0463	EGCCRC	Arhopalus obsoletus (Randall, 1838)	Arhopalus	obsoletus	Arhopalus_obsoletus	Spondylidinae	Asemini	Estill	0.75 mi N Pryse	7/24/10	7/24/10	2010	7	24	Shelby Stamper	1			37.6683	-83.8686		Trap baited with a-pinene		EGCCRC_000241
spec0464	UKIC	Arhopalus obsoletus (Randall, 1838)	Arhopalus	obsoletus	Arhopalus_obsoletus	Spondylidinae	Asemini	Jefferson	Louisville	4/24/57	4/24/57	1957	4	24	CP Beneke	1			38.218	-85.749	9000			UKIC_0001181
spec0465	EGCCRC	Arhopalus obsoletus (Randall, 1838)	Arhopalus	obsoletus	Arhopalus_obsoletus	Spondylidinae	Asemini	Lee	Hwy 11, 4.75 mi N Beattyville	9/2/10	9/2/10	2010	9	2	Shelby Stamper	1			37.63652	-83.69461		Trap baited with a-pinene		EGCCRC_000847
spec0466	EGCCRC	Arhopalus obsoletus (Randall, 1838)	Arhopalus	obsoletus	Arhopalus_obsoletus	Spondylidinae	Asemini	Letcher	SR 199, 1.7 mi NE Mayking	8/15/10	8/15/10	2010	8	15	Shelby Stamper	1			37.1482	-82.73754		Trap baited with a-pinene		EGCCRC_000557
spec0467	EGCCRC	Arhopalus obsoletus (Randall, 1838)	Arhopalus	obsoletus	Arhopalus_obsoletus	Spondylidinae	Asemini	Powell	2.75 mi east of Slade	7/24/10	7/24/10	2010	7	24	Shelby Stamper	1			37.7996	-83.6542		Trap baited with a-pinene		EGCCRC_000208
spec0468	EGCCRC	Arhopalus obsoletus (Randall, 1838)	Arhopalus	obsoletus	Arhopalus_obsoletus	Spondylidinae	Asemini	Powell	Red River Gorge, Tunnel Ridge Road, 2.75 mi W Slade	9/2/10	9/2/10	2010	9	2	Shelby Stamper	1			37.79956	-83.65423		Trap baited with a-pinene		EGCCRC_000589
spec0469	EGCCRC	Arhopalus obsoletus (Randall, 1838)	Arhopalus	obsoletus	Arhopalus_obsoletus	Spondylidinae	Asemini	Powell	Red River Gorge, Tunnel Ridge Road, 2.75 mi W Slade	9/2/10	9/2/10	2010	9	2	Shelby Stamper	1			37.79956	-83.65423		Trap baited with a-pinene		EGCCRC_000360
spec0470	UKIC	Arhopalus obsoletus (Randall, 1838)	Arhopalus	obsoletus	Arhopalus_obsoletus	Spondylidinae	Asemini	Rowan	near Green Valley Acres	6/21/81	6/21/81	1981	6	21	T Ramsey	1			38.154	-83.465	3000	Incandescent light		UKIC_0000996
spec0471	UKIC	Arhopalus obsoletus (Randall, 1838)	Arhopalus	obsoletus	Arhopalus_obsoletus	Spondylidinae	Asemini	Trigg	Ft. Campbell Military Reservation, site 3	2010-06-00	2010-06-00	2010	6	nr	R Oney, R Eaton	1			36.66497	-87.80037				UKIC_0001034
spec0472	UKIC	Asemum striatum (Linnaeus, 1758)	Asemum	striatum	Asemum_striatum	Spondylidinae	Asemini	Hopkins	Hopkins County	3/25/87	3/25/87	1987	3	25	G Kelly	1			37.30882	-87.540842	32751			UKIC_0001093
spec0473	EGCCRC	Asemum striatum (Linnaeus, 1758)	Asemum	striatum	Asemum_striatum	Spondylidinae	Asemini	Madison	Berea College Forest: Cowbell Creek area	5/20/13	5/20/13	2013	5	20	Eric G. Chapman	1			37.5444	-84.2289		Malaise trap		EGCCRC_000460
spec0474	PDBC	Asemum striatum (Linnaeus, 1758)	Asemum	striatum	Asemum_striatum	Spondylidinae	Asemini	Madison	Berea College Forest: Horse Cove Rd area	7/7-14/17	7/14/17	2017	7	14	Paul D Baker	1	37.57209°N	 84.21702°W	37.57209	-84.21702		Trap baited with α-pinene		
spec0475	PDBC	Asemum striatum (Linnaeus, 1758)	Asemum	striatum	Asemum_striatum	Spondylidinae	Asemini	Madison	Berea College Forest: Horse Cove Rd area	4/14-20/18	4/20/18	2018	4	20	Paul D Baker	1	37.57209°N	 84.21702°W	37.57209	-84.21702		Trap baited with α-pinene		
spec0476	EGCCRC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Breathitt	Robinson Forest	6/17/17	6/17/17	2017	6	17	Eric G. Chapman	1			37.4654	-83.1421		Blacklight		EGCCRC_001725
spec0477	XEUC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	1-8-VI-2017	6/8/17	2017	6	8	S Estes et al.	4			39.03658	-84.37083		Trap baited with Melange		
spec0478	XEUC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	1-8-VI-2017	6/8/17	2017	6	8	S Estes et al.	4			39.03658	-84.37083		Trap baited with Melange		
spec0479	XEUC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	1-8-VI-2017	6/8/17	2017	6	8	S Estes et al.	4			39.03658	-84.37083		Trap baited with Melange		
spec0480	XEUC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	1-8-VI-2017	6/8/17	2017	6	8	S Estes et al.	4			39.03658	-84.37083		Trap baited with Melange		
spec0481	XEUC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	21-28-VII-2017	7/28/17	2017	7	28	S Estes et al.	1			39.03658	-84.37083		Trap baited with Melange		
spec0482	XEUC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	12-19-VI-2018	6/19/18	2018	6	19	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec0483	XEUC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	18-25-VI-2018	6/25/18	2018	6	25	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec0484	XEUC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	25-VI-2-VII-2018	7/2/18	2018	7	2	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec0485	XEUC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	2-9-VII-2018	7/9/18	2018	7	9	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec0486	XEUC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	28-V-4-VI-2019	6/4/19	2019	6	4	A Morton et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec0487	UKIC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Fayette	Lexington	6/16/14	6/16/14	1914	6	16	Harrison H Garman	1			38.048	-84.505	15000	Incandescent light		UKIC_0001295
spec0488	UKIC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Fayette	Lexington	7/2/37	7/2/37	1937	7	2	LH Townsend	1			38.048	-84.505	15000			UKIC_0001446
spec0489	UKIC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Fayette	Lexington	5/16/41	5/16/41	1941	5	16	LH Townsend	1			38.048	-84.505	15000			UKIC_0001567
spec0490	UKIC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Fayette	Lexington	5/16/41	5/16/41	1941	5	16	LH Townsend	1			38.048	-84.505	15000			UKIC_0002180
spec0491	UKIC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Fayette	Lexington	5/16/41	5/16/41	1941	5	16	LH Townsend	1			38.048	-84.505	15000			UKIC_0002258
spec0492	UKIC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Fayette	Lexington	5/25/41	5/25/41	1941	5	25	LH Townsend	1			38.048	-84.505	15000			UKIC_0001558
spec0493	UKIC	Astyleiopus variegatus (Haldeman, 1847)	Astyleiopus	variegatus	Astyleiopus_variegatus	Lamiinae	Acanthocinini	Fayette	Lexington	10/13/51	10/13/51	1951	10	13	LH Townsend	1			38.048	-84.505	15000			UKIC_0002209
